query,intent,predicted_intent,is_match
this vest in black plus a shirt that matches,composite_intent,composite_intent,1
need dupe for these cargos and a belt to wear w them,composite_intent,composite_intent,1
same mask in neon blue and gloves for it,composite_intent,composite_intent,1
lookalike coat but cropped and in grey,composite_intent,similar_items,0
"cheap alt in red, also what boots fit",composite_intent,composite_intent,1
find me this bag in white and an outfit around it,composite_intent,composite_intent,1
"similar hoodie pls, maybe green, and what pants",composite_intent,composite_intent,1
dupe this harness in black with accessories that match,composite_intent,composite_intent,1
underwire bikini top with scalloped trim,similar_items,similar_items,1
cheaper dupe for this one-piece,similar_items,similar_items,1
high-cut ribbed maillot,similar_items,similar_items,1
replacement for this rash guard set,similar_items,similar_items,1
lookalike for this belted swimsuit,similar_items,similar_items,1
long-torso plunge one-piece,similar_items,similar_items,1
textured bandeau bikini,similar_items,similar_items,1
alternative to this wrap swim top,similar_items,similar_items,1
zip-front sun-protective swim shirt,similar_items,similar_items,1
similar halter tankini with side ruching,similar_items,similar_items,1
what sarong goes with this bikini set,graph_pairing,graph_pairing,1
sandals to wear with this one-piece,graph_pairing,graph_pairing,1
which cover-up works with this swim top,graph_pairing,graph_pairing,1
accessories for this maillot,graph_pairing,graph_pairing,1
what hat would pair with these swim bottoms,graph_pairing,graph_pairing,1
linen shirt to throw over this swimsuit,graph_pairing,graph_pairing,1
bag options for this beach look,graph_pairing,graph_pairing,1
what shorts go over this rash guard,graph_pairing,graph_pairing,1
jewelry that complements this halter bikini,graph_pairing,graph_pairing,1
slides to coordinate with this tankini,graph_pairing,graph_pairing,1
do you have this swimsuit in obsidian black,color_variant,color_variant,1
same bikini in tomato red,color_variant,color_variant,1
can I get this one-piece in seafoam,color_variant,color_variant,1
navy version of this swim set,color_variant,color_variant,1
show this rash guard in bright white,color_variant,color_variant,1
is there a cobalt option for this,color_variant,color_variant,1
this exact maillot in butter yellow,color_variant,color_variant,1
olive colorway please,color_variant,color_variant,1
do these bottoms come in tangerine,color_variant,color_variant,1
charcoal variant of this bikini top,color_variant,color_variant,1
is it windy at the beach today,chit_chat,chit_chat,1
track order 78124,chit_chat,chit_chat,1
blorp snorkel watermelon,chit_chat,chit_chat,1
hola,chit_chat,chit_chat,1
why is checkout freezing,chit_chat,chit_chat,1
reef goblin beep beep,chit_chat,chit_chat,1
find a lower-priced version of this bikini and a sheer cover-up for it,composite_intent,composite_intent,1
do you have this swimsuit in coral and what sandals go with it,composite_intent,composite_intent,1
show me lookalikes of this one-piece in black,composite_intent,similar_items,0
need a dupe for this rash guard to wear with board shorts,composite_intent,composite_intent,1
same tankini in teal that would work with my straw visor,composite_intent,composite_intent,1
cheaper alternative to this maillot plus a tote to carry with it,composite_intent,composite_intent,1
is there a white version of this bikini top to match these swim bottoms,composite_intent,composite_intent,1
find something similar to this belted suit but in lime,composite_intent,composite_intent,1
can you get me this exact one-piece in navy and a shirt to layer over it,composite_intent,composite_intent,1
"dupe of this scalloped bikini in red, and add sunglasses that pair with it",composite_intent,composite_intent,1
cropped baby tee,similar_items,similar_items,1
acid wash jeans,similar_items,similar_items,1
faux leather mini skirt,similar_items,similar_items,1
chunky platform sneakers,similar_items,similar_items,1
slouchy bomber jacket,similar_items,similar_items,1
mesh long sleeve top,similar_items,similar_items,1
rib knit tube top,similar_items,similar_items,1
oval sunglasses,similar_items,similar_items,1
slim shoulder bag,similar_items,similar_items,1
what shoes go with this plaid skirt,graph_pairing,graph_pairing,1
top for these baggy jeans,graph_pairing,graph_pairing,1
bag to wear with a slip dress,graph_pairing,graph_pairing,1
jacket with this tube top,graph_pairing,graph_pairing,1
what to wear with platform boots,graph_pairing,graph_pairing,1
belt for these cargo pants,graph_pairing,graph_pairing,1
earrings for this halter top,graph_pairing,graph_pairing,1
cardigan with a mini dress,graph_pairing,graph_pairing,1
hat for this denim set,graph_pairing,graph_pairing,1
sneakers to match this windbreaker,graph_pairing,graph_pairing,1
do you have this windbreaker in black,color_variant,color_variant,1
same jeans in light blue,color_variant,color_variant,1
that slip dress in red,color_variant,color_variant,1
can I get the top in white,color_variant,color_variant,1
this bag in silver,color_variant,color_variant,1
the sneakers in green,color_variant,color_variant,1
vintage tee but in navy,color_variant,color_variant,1
that skirt in brown,color_variant,color_variant,1
do you have these pants in beige,color_variant,color_variant,1
same jacket in pink,color_variant,color_variant,1
order update please,chit_chat,chit_chat,1
cheaper dupe of this bomber in black and what boots go with it,composite_intent,composite_intent,1
lookalike for this dress but in red and maybe a necklace too,composite_intent,composite_intent,1
same jeans in white with a top to wear with them,composite_intent,composite_intent,1
find a copy of this bag in tan and what shoes match,composite_intent,composite_intent,1
want a similar jacket in blue plus pants for it,composite_intent,composite_intent,1
dupe of these sneakers in green and accessories to wear with them,composite_intent,composite_intent,1
similar skirt in black and a shirt to pair with it,composite_intent,composite_intent,1
red version of this top and matching earrings,composite_intent,composite_intent,1
"copy of this tee but navy, and what to layer over it",composite_intent,composite_intent,1
cheaper version of this coat in cream with a scarf and boots,composite_intent,composite_intent,1
flare yoga pants,similar_items,similar_items,1
dupe for these runners,similar_items,similar_items,1
budget version of this track jacket,similar_items,similar_items,1
lookalike sports bra,similar_items,similar_items,1
alt for this skort,similar_items,similar_items,1
cheaper pair like these joggers,similar_items,similar_items,1
boxy gym tee,similar_items,similar_items,1
similar puffer vest,similar_items,similar_items,1
knockoff for this tennis dress,similar_items,similar_items,1
what kicks go with this set,graph_pairing,graph_pairing,1
need a top for these biker shorts,graph_pairing,graph_pairing,1
what bag works with this tracksuit,graph_pairing,graph_pairing,1
layer to throw over this sports bra,graph_pairing,graph_pairing,1
cap for this athleisure fit?,graph_pairing,graph_pairing,1
which socks with these trainers,graph_pairing,graph_pairing,1
jacket to wear with this jumpsuit,graph_pairing,graph_pairing,1
what bottoms with this cropped hoodie,graph_pairing,graph_pairing,1
slides for this lounge set,graph_pairing,graph_pairing,1
accessories for these flare leggings,graph_pairing,graph_pairing,1
same hoodie in lilac,color_variant,color_variant,1
can i get these in cream,color_variant,color_variant,1
show this set in navy,color_variant,color_variant,1
need the black one,color_variant,color_variant,1
does it come in cobalt,color_variant,color_variant,1
peach colorway?,color_variant,color_variant,1
this but in heather gray,color_variant,color_variant,1
tan option for this?,color_variant,color_variant,1
yall got free shipping or nah,chit_chat,chit_chat,1
brb my wifi tweakin,chit_chat,chit_chat,1
what's your return policy,chit_chat,chit_chat,1
lol beep beep oatmeal,chit_chat,chit_chat,1
track my order real quick,chit_chat,chit_chat,1
find me a cheaper version of this zip-up and some kicks for it,composite_intent,composite_intent,1
same leggings in forest green that work with this crop top,composite_intent,composite_intent,1
show lookalikes of this tennis skirt but in white,composite_intent,composite_intent,1
need a dupe for this hoodie in black,composite_intent,composite_intent,1
got this sports bra in berry and what shorts go with it,composite_intent,composite_intent,1
budget alt to these sneakers for this whole fit,composite_intent,composite_intent,1
this set in mocha plus a jacket to go over it,composite_intent,composite_intent,1
similar track pants and a tee that matches them,composite_intent,composite_intent,1
"cheaper skort like this in navy, and toss in a top for it",composite_intent,composite_intent,1
red version of this windbreaker that pairs with these joggers,composite_intent,composite_intent,1
compression leggings,similar_items,similar_items,1
high rise biker shorts,similar_items,similar_items,1
ribbed sports bra,similar_items,similar_items,1
croppd training tee,similar_items,similar_items,1
mesh gym tank,similar_items,similar_items,1
quarter zip workout pullover,similar_items,similar_items,1
running windbreaker,similar_items,similar_items,1
tennis skort,similar_items,similar_items,1
seamless set,similar_items,similar_items,1
cheap dupe for these sweats,similar_items,similar_items,1
what top with this skort,graph_pairing,graph_pairing,1
sneekers for this gym set,graph_pairing,graph_pairing,1
jacket to wear with these leggings,graph_pairing,graph_pairing,1
what bra goes with this tank,graph_pairing,graph_pairing,1
bag for a studio class outfit,graph_pairing,graph_pairing,1
hat to pair with my running fit,graph_pairing,graph_pairing,1
socks with these trainers,graph_pairing,graph_pairing,1
